a=	+0.999050	b=	+1.000000	n=	+20	r=	+3.500000
x	g(x)	g'(x)	g''(x)
+0.999310	+0.997931	+2.997869	+3.229574
+0.999311	+0.997934	+2.997872	+3.150015
+0.999312	+0.997937	+2.997875	+3.070456
+0.999313	+0.997940	+2.997878	+2.990897
+0.999314	+0.997943	+2.997881	+2.911338
+0.999315	+0.997946	+2.997884	+2.831779
+0.999316	+0.997949	+2.997887	+2.752220
+0.999317	+0.997952	+2.997890	+2.672660
+0.999318	+0.997955	+2.997892	+2.593101
+0.999319	+0.997958	+2.997895	+2.513542
+0.999320	+0.997961	+2.997897	+2.433983
+0.999321	+0.997964	+2.997900	+2.354424
+0.999322	+0.997967	+2.997902	+2.274865
+0.999323	+0.997970	+2.997904	+2.195305
+0.999324	+0.997973	+2.997907	+2.115746
+0.999325	+0.997976	+2.997909	+2.036187
+0.999326	+0.997979	+2.997911	+1.956628
+0.999327	+0.997982	+2.997913	+1.877069
+0.999328	+0.997985	+2.997914	+1.797510
+0.999329	+0.997988	+2.997916	+1.717951
+0.999330	+0.997991	+2.997918	+1.638391
+0.999331	+0.997994	+2.997919	+1.558832
+0.999332	+0.997997	+2.997921	+1.479273
+0.999333	+0.998000	+2.997922	+1.399714
+0.999334	+0.998003	+2.997924	+1.320155
+0.999335	+0.998006	+2.997925	+1.240596
+0.999336	+0.998009	+2.997926	+1.161037
+0.999337	+0.998012	+2.997927	+1.081477
+0.999338	+0.998015	+2.997928	+1.001918
+0.999339	+0.998018	+2.997929	+0.922359
+0.999340	+0.998021	+2.997930	+0.842800
+0.999341	+0.998024	+2.997931	+0.763241
+0.999342	+0.998027	+2.997932	+0.683682
+0.999343	+0.998030	+2.997932	+0.604123
+0.999344	+0.998033	+2.997933	+0.524563
+0.999345	+0.998036	+2.997933	+0.445004
+0.999346	+0.998039	+2.997934	+0.365445
+0.999347	+0.998042	+2.997934	+0.285886
+0.999348	+0.998045	+2.997934	+0.206327
+0.999349	+0.998048	+2.997935	+0.126768
+0.999350	+0.998051	+2.997935	+0.047208
+0.999351	+0.998054	+2.997935	-0.032351
+0.999352	+0.998057	+2.997935	-0.111910
+0.999353	+0.998060	+2.997934	-0.191469
+0.999354	+0.998063	+2.997934	-0.271028
+0.999355	+0.998066	+2.997934	-0.350587
+0.999356	+0.998069	+2.997934	-0.430146
+0.999357	+0.998072	+2.997933	-0.509706
+0.999358	+0.998075	+2.997933	-0.589265
+0.999359	+0.998078	+2.997932	-0.668824
+0.999360	+0.998081	+2.997931	-0.748383
+0.999361	+0.998084	+2.997930	-0.827942
+0.999362	+0.998087	+2.997930	-0.907501
+0.999363	+0.998090	+2.997929	-0.987060
+0.999364	+0.998093	+2.997928	-1.066620
+0.999365	+0.998096	+2.997926	-1.146179
+0.999366	+0.998099	+2.997925	-1.225738
+0.999367	+0.998102	+2.997924	-1.305297
+0.999368	+0.998105	+2.997923	-1.384856
+0.999369	+0.998108	+2.997921	-1.464415
+0.999370	+0.998111	+2.997920	-1.543974
+0.999371	+0.998114	+2.997918	-1.623534
